profile,threshold,codec,coverage,samples,full_coverage,mean_bytes,mean_bpp,diagnostic_partial_mean_bytes,diagnostic_partial_mean_bpp,mean_encode_ms,mean_decode_ms,diagnostic_partial_encode_ms,diagnostic_partial_decode_ms,mean_ms_ssim_windowed,mean_legacy_ms_ssim_proxy
chat_preview,0.97,AVIF,4,4,True,6466.0,0.2962793255131965,6466.0,0.2962793255131965,59.82865624999789,24.416427000012675,59.82865624999789,24.416427000012675,0.9710887947496621,0.9815511563107442
chat_preview,0.97,CAPS,4,4,True,11346.5,0.5199092741935484,11346.5,0.5199092741935484,12.101635250005849,9.516781500016336,12.101635250005849,9.516781500016336,0.9733622620383182,0.9812469612819199
chat_preview,0.97,JPEG,4,4,True,10140.0,0.46462609970674484,10140.0,0.46462609970674484,0.8513335000106537,0.5366767500003533,0.8513335000106537,0.5366767500003533,0.9713977631430626,0.9774510842442429
chat_preview,0.97,JPEG2000,4,4,True,10045.75,0.4603074596774193,10045.75,0.4603074596774193,37.266478749995,24.27212500000664,37.266478749995,24.27212500000664,0.9705880738340417,0.9788616573696536
chat_preview,0.97,WebP,4,4,True,7658.5,0.350921004398827,7658.5,0.350921004398827,10.55572924999737,0.8754480000092713,10.55572924999737,0.8754480000092713,0.971647360898682,0.9831191624757876
chat_preview,0.985,AVIF,4,4,True,12948.0,0.593291788856305,12948.0,0.593291788856305,63.60081250000249,25.872572999993793,63.60081250000249,25.872572999993793,0.9856335224641771,0.9899413625964184
chat_preview,0.985,CAPS,4,4,True,19351.0,0.8866843841642229,19351.0,0.8866843841642229,8.31750000000575,8.225958500005959,8.31750000000575,8.225958500005959,0.986525469054541,0.9899346298339521
chat_preview,0.985,JPEG,4,4,True,16328.0,0.7481671554252199,16328.0,0.7481671554252199,0.9558435000087684,0.5916877500062867,0.9558435000087684,0.5916877500062867,0.985288329261679,0.9870122839553095
chat_preview,0.985,JPEG2000,4,4,True,19084.5,0.8744730571847507,19084.5,0.8744730571847507,43.67517725000525,27.283333499998008,43.67517725000525,27.283333499998008,0.9852712334199142,0.9888214868494662
chat_preview,0.985,WebP,4,4,True,13901.0,0.6369593108504399,13901.0,0.6369593108504399,13.997468749995079,1.1735935000061204,13.997468749995079,1.1735935000061204,0.9856919959033698,0.9896929659260717
chat_preview,0.995,AVIF,4,4,True,31809.5,1.4575467375366569,31809.5,1.4575467375366569,64.6133439999943,25.457708250005595,64.6133439999943,25.457708250005595,0.995274834586895,0.9964247238390674
chat_preview,0.995,CAPS,4,4,True,77869.0,3.56804435483871,77869.0,3.56804435483871,10.290739250001124,10.550041749985084,10.290739250001124,10.550041749985084,0.9963961281070772,0.9969112323052836
chat_preview,0.995,JPEG,4,4,True,32426.75,1.4858298203812317,32426.75,1.4858298203812317,2.236718500000734,1.2721460000015838,2.236718500000734,1.2721460000015838,0.9951976514820701,0.9953462206480759
chat_preview,0.995,JPEG2000,4,4,True,44377.0,2.0334035923753664,44377.0,2.0334035923753664,43.81068750000239,29.53380175000575,43.81068750000239,29.53380175000575,0.9954305188469845,0.9964205806301589
chat_preview,0.995,WebP,4,4,True,65497.5,3.0011684384164226,65497.5,3.0011684384164226,68.27015674999615,1.6300415000003454,68.27015674999615,1.6300415000003454,0.9963651045187123,0.9966730586604782
