profile,category,sample,source_width,source_height,width,height,codec,setting,bytes,bpp,encode_ms,decode_ms,codec_encode_ms,codec_decode_ms,psnr,ssim_windowed,ms_ssim_windowed,ms_ssim_luma,legacy_ms_ssim_proxy,notes
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=1,tile=64,base=32",4318,0.19785557184750732,258.567791,13.535292000000032,4.80037,5.39258,22.281385759251904,0.6005821699503073,0.8731593521760651,0.8922954252515983,0.9236736342324849,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=1,tile=64,base=64",10509,0.4815340909090909,7.5071659999998985,7.339916999999918,3.45321,3.67929,24.915849776087676,0.7787855241567895,0.9446159094629442,0.9564221120482537,0.9645790560774039,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=2,tile=64,base=32",4326,0.19822214076246333,7.464458999999923,7.171958000000034,3.08579,3.38021,22.288541222308073,0.6007179248463866,0.8731556460455289,0.8922882051262742,0.9238077843321884,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=2,tile=64,base=64",10509,0.4815340909090909,7.71795899999983,8.556000000000008,3.59858,3.9015,24.9159144798997,0.7787862910765485,0.9446158421553298,0.9564220604369453,0.9645791645694773,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=3,tile=64,base=32",4416,0.20234604105571846,7.1943340000002465,7.593541999999953,3.11296,3.48496,22.311280437171597,0.6054174508129709,0.8746108531411965,0.8938654393824557,0.9243510076107565,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=3,tile=64,base=64",10760,0.4930351906158358,10.100124999999682,9.612750000000059,4.02187,4.22367,24.97592594598611,0.7827486890640726,0.9455376409598624,0.9573292482066551,0.9651307344573122,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=4,tile=64,base=32",4487,0.20559934017595308,28.687166999999736,15.298916999999967,22.0095,6.75671,22.32706286285117,0.608253902846393,0.875256784024824,0.8945670005555667,0.9246771837952775,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=4,tile=64,base=64",10896,0.499266862170088,12.797416999999811,12.242708000000047,4.24137,4.27817,25.00857088646294,0.7850870462561764,0.9460201249823023,0.9578316119258,0.9654056009062789,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=5,tile=64,base=32",4509,0.2066074046920821,9.175792000000627,9.523916000000021,3.42317,3.85362,22.341442947045564,0.6090692104142357,0.8762051201562587,0.895509385359729,0.9250800250983121,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=5,tile=64,base=64",10992,0.5036656891495601,12.32054100000024,11.963500000000238,5.62512,4.7805,25.03071493123009,0.7865276478070039,0.9466506524276369,0.9584579613547834,0.9657784321567338,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=6,tile=64,base=32",4586,0.21013563049853373,8.520084000000594,9.722709000000052,3.41854,4.46125,22.386279996889257,0.6127154730585539,0.8778855211645995,0.8969830589621492,0.9260950412548932,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=6,tile=64,base=64",11122,0.5096224340175953,34.5664999999995,20.539834000000035,13.8229,7.08896,25.110616436139587,0.7897312939522125,0.9476655432921457,0.9593725278702864,0.9665266606394367,subprocess wall time including PPM I/O; codec_* fields are resident timing
