profile,threshold,codec,coverage,samples,full_coverage,mean_bytes,mean_bpp,diagnostic_partial_mean_bytes,diagnostic_partial_mean_bpp,mean_encode_ms,mean_decode_ms,diagnostic_partial_encode_ms,diagnostic_partial_decode_ms,mean_ms_ssim_windowed,mean_legacy_ms_ssim_proxy
chat_preview,0.97,AVIF,4,4,True,6466.0,0.2962793255131965,6466.0,0.2962793255131965,101.55551024999454,38.172854249950205,101.55551024999454,38.172854249950205,0.9710887947496621,0.9815511563107442
chat_preview,0.97,CAPS,4,4,True,10325.0,0.4731030058651026,10325.0,0.4731030058651026,13.703687499994288,14.02758325000164,13.703687499994288,14.02758325000164,0.9703771018234919,0.9799752853185255
chat_preview,0.97,JPEG,4,4,True,10140.0,0.46462609970674484,10140.0,0.46462609970674484,1.742010500009883,0.9930525000072521,1.742010500009883,0.9930525000072521,0.9713977631430626,0.9774510842442429
chat_preview,0.97,JPEG2000,4,4,True,10045.75,0.4603074596774193,10045.75,0.4603074596774193,67.01940624998315,44.01533325000173,67.01940624998315,44.01533325000173,0.9705880738340417,0.9788616573696536
chat_preview,0.97,WebP,4,4,True,7658.5,0.350921004398827,7658.5,0.350921004398827,20.27825000001826,1.756948000000591,20.27825000001826,1.756948000000591,0.971647360898682,0.9831191624757876
chat_preview,0.985,AVIF,4,4,True,12948.0,0.593291788856305,12948.0,0.593291788856305,105.99224975000254,38.67489599998919,105.99224975000254,38.67489599998919,0.9856335224641771,0.9899413625964184
chat_preview,0.985,CAPS,4,4,True,18316.0,0.8392595307917888,18316.0,0.8392595307917888,14.912510249963873,15.738750249987277,14.912510249963873,15.738750249987277,0.9854480575404594,0.9899733065314773
chat_preview,0.985,JPEG,4,4,True,16328.0,0.7481671554252199,16328.0,0.7481671554252199,1.850833500007809,1.0938124999881893,1.850833500007809,1.0938124999881893,0.985288329261679,0.9870122839553095
chat_preview,0.985,JPEG2000,4,4,True,19084.5,0.8744730571847507,19084.5,0.8744730571847507,77.50507274997176,46.47892699996703,77.50507274997176,46.47892699996703,0.9852712334199142,0.9888214868494662
chat_preview,0.985,WebP,4,4,True,13901.0,0.6369593108504399,13901.0,0.6369593108504399,29.59190600000028,2.199551999993332,29.59190600000028,2.199551999993332,0.9856919959033698,0.9896929659260717
chat_preview,0.995,AVIF,4,4,True,31809.5,1.4575467375366569,31809.5,1.4575467375366569,111.96655175000103,47.825531499981366,111.96655175000103,47.825531499981366,0.995274834586895,0.9964247238390674
chat_preview,0.995,CAPS,4,4,True,38173.75,1.7491637646627565,38173.75,1.7491637646627565,18.07559374999812,17.291823000007867,18.07559374999812,17.291823000007867,0.9951438473332103,0.9965566182074291
chat_preview,0.995,JPEG,4,4,True,32426.75,1.4858298203812317,32426.75,1.4858298203812317,4.2733852499594605,2.4743852500037633,4.2733852499594605,2.4743852500037633,0.9951976514820701,0.9953462206480759
chat_preview,0.995,JPEG2000,4,4,True,44377.0,2.0334035923753664,44377.0,2.0334035923753664,80.97716674997457,57.032323000015595,80.97716674997457,57.032323000015595,0.9954305188469845,0.9964205806301589
chat_preview,0.995,WebP,4,4,True,65497.5,3.0011684384164226,65497.5,3.0011684384164226,130.75215625001135,3.02581224998022,130.75215625001135,3.02581224998022,0.9963651045187123,0.9966730586604782
