profile,category,sample,source_width,source_height,width,height,codec,setting,bytes,bpp,encode_ms,decode_ms,codec_encode_ms,codec_decode_ms,psnr,ssim_windowed,ms_ssim_windowed,ms_ssim_luma,legacy_ms_ssim_proxy,notes
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=1,tile=64,base=32",3871,0.17737353372434017,6.915083000000003,6.337417000000012,3.60879,3.24833,22.339466882628717,0.6013967692993955,0.8754278875737468,0.8926533853180842,0.9266922816710833,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=1,tile=64,base=64",9491,0.4348881964809384,7.94499999999998,7.204125000000006,4.25592,3.64863,25.02346496552551,0.7802431689284854,0.9471453477107996,0.9566910379720136,0.9672015826176393,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=2,tile=64,base=32",3910,0.17916055718475074,7.38612499999991,6.749624999999981,3.61008,3.27471,22.34120526290202,0.6015430733667441,0.8754742985679039,0.8928758912692121,0.9270241053784263,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=2,tile=64,base=64",9567,0.4383706011730205,7.890541999999945,7.107833000000063,4.31783,3.68767,25.017675945555084,0.7807286826469982,0.9474407597951947,0.9573141804240416,0.9672799556613116,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=3,tile=64,base=32",3995,0.18305535190615835,9.200833999999825,6.856749999999856,3.49479,3.29212,22.36598131177153,0.6062273743378198,0.8768023685976551,0.8943489571743761,0.9275678217431897,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=3,tile=64,base=64",9800,0.44904692082111436,8.010084000000361,7.519666999999952,4.31558,3.72817,25.078104579446737,0.7847563610133995,0.9483438883186172,0.9582750591904455,0.9677847903723734,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=4,tile=64,base=32",4049,0.18552969208211142,7.36079200000006,6.900125000000035,3.60938,3.26125,22.38220206532827,0.6090895717158678,0.8774595722434467,0.8950722046990196,0.9278785251517436,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=4,tile=64,base=64",9903,0.45376649560117305,7.9382500000000356,6.972250000000013,4.34608,3.68987,25.111351449604395,0.7870800637734711,0.9488187886388092,0.9587686322329049,0.9680541976597855,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=5,tile=64,base=32",4079,0.18690432551319647,6.968291000000182,6.580167000000081,3.50679,3.20042,22.40258661933732,0.6098228514281434,0.8787278094091611,0.8958294539490178,0.929061225785132,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=5,tile=64,base=64",9967,0.45669904692082114,8.080207999999978,7.445166999999309,4.26575,3.72912,25.14869500290518,0.788522844278237,0.9500875053093364,0.9594436614748305,0.9689861301581906,subprocess wall time including PPM I/O; codec_* fields are resident timing
