profile,category,sample,source_width,source_height,width,height,quality,tile,layer,prefix_bytes,full_bytes,fraction_of_full,decode_ms,psnr,ssim_windowed,ms_ssim_windowed,ms_ssim_luma,legacy_ms_ssim_proxy
chat_preview,photo,kodak_01,768,512,512,341,4,64,0,2754,11829,0.2328176515343647,6.19271,20.343087749244194,0.36077174286295044,0.7405634961022352,0.7492145863266642,0.8441097407109411
chat_preview,photo,kodak_01,768,512,512,341,4,64,1,5282,11829,0.44652971510694056,4.48458,21.755355797196746,0.5533983615015664,0.8644859579223662,0.8731243942130338,0.9116907031367314
chat_preview,photo,kodak_01,768,512,512,341,4,64,2,9642,11829,0.8151153943697692,4.98625,23.979026856111076,0.7373494350679071,0.9381233699691358,0.9474889995956364,0.9582186039909624
chat_preview,photo,kodak_01,768,512,512,341,4,64,3,11829,11829,1.0,5.17033,25.1712279893075,0.7900245735241338,0.9492972061050433,0.9586221123327732,0.9684875221587543
chat_preview,photo,kodak_01,768,512,512,341,5,64,0,2716,11887,0.22848489947000925,4.22446,20.349292141293684,0.3606745240754658,0.7415382559803135,0.7488563117353358,0.8453061357117532
chat_preview,photo,kodak_01,768,512,512,341,5,64,1,5340,11887,0.44923025153529067,4.09196,21.766804180735654,0.5554218075037638,0.8660298604006812,0.8738171422800717,0.9129994322026403
chat_preview,photo,kodak_01,768,512,512,341,5,64,2,9700,11887,0.8160174981071759,5.1965,23.995042156749484,0.7389114550367436,0.9395575775659024,0.9481897870887959,0.9591804913312852
chat_preview,photo,kodak_01,768,512,512,341,5,64,3,11887,11887,1.0,7.48225,25.209913425245297,0.7916093313633973,0.9507243096316994,0.9593499899418939,0.9694502461817656
chat_preview,photo,kodak_01,768,512,512,341,6,64,0,2716,12000,0.22633333333333333,4.57079,20.349292141293684,0.3606745240754658,0.7415382559803135,0.7488563117353358,0.8453061357117532
chat_preview,photo,kodak_01,768,512,512,341,6,64,1,5340,12000,0.445,6.78154,21.766804180735654,0.5554218075037638,0.8660298604006812,0.8738171422800717,0.9129994322026403
chat_preview,photo,kodak_01,768,512,512,341,6,64,2,9719,12000,0.8099166666666666,5.60167,24.020891601425177,0.7393582492475121,0.9400014858863134,0.9485270524411376,0.959366494628492
chat_preview,photo,kodak_01,768,512,512,341,6,64,3,12000,12000,1.0,6.12417,25.278594561911284,0.7942424549443577,0.9515646067334198,0.9601339394371732,0.9699209631776136
chat_preview,photo,kodak_01,768,512,512,341,7,64,0,2716,12074,0.22494616531389763,6.03037,20.349292141293684,0.3606745240754658,0.7415382559803135,0.7488563117353358,0.8453061357117532
chat_preview,photo,kodak_01,768,512,512,341,7,64,1,5366,12074,0.44442603942355474,4.58533,21.768259733609337,0.5556803660233086,0.8661391914865565,0.8739494140871135,0.913027715851038
chat_preview,photo,kodak_01,768,512,512,341,7,64,2,9788,12074,0.8106675501076693,4.72279,24.02633574702698,0.7398530570482352,0.9402572245880987,0.9487993442971516,0.9594296230603386
chat_preview,photo,kodak_01,768,512,512,341,7,64,3,12074,12074,1.0,5.10862,25.30557140880671,0.7948746533969873,0.9518286172702228,0.96039552937194,0.9700872254570884
chat_preview,photo,kodak_01,768,512,512,341,8,64,0,2716,12338,0.22013292267790566,4.06612,20.349292141293684,0.3606745240754658,0.7415382559803135,0.7488563117353358,0.8453061357117532
chat_preview,photo,kodak_01,768,512,512,341,8,64,1,5384,12338,0.4363754255146701,4.87329,21.77017445860983,0.5556397609894937,0.8661571859838686,0.8739855102020055,0.9131024636004585
chat_preview,photo,kodak_01,768,512,512,341,8,64,2,9940,12338,0.8056411087696548,5.20529,24.048332149540876,0.7424590369128078,0.9410035503164808,0.9495279187246686,0.9596253310118533
chat_preview,photo,kodak_01,768,512,512,341,8,64,3,12338,12338,1.0,7.758,25.35696202767912,0.7989058962963315,0.9527681570034364,0.9613197884730378,0.9703991333202676
chat_preview,photo,kodak_01,768,512,512,341,9,64,0,2716,12343,0.2200437494936401,4.27588,20.349292141293684,0.3606745240754658,0.7415382559803135,0.7488563117353358,0.8453061357117532
chat_preview,photo,kodak_01,768,512,512,341,9,64,1,5384,12343,0.4361986551081585,4.60371,21.77017445860983,0.5556397609894937,0.8661571859838686,0.8739855102020055,0.9131024636004585
chat_preview,photo,kodak_01,768,512,512,341,9,64,2,9945,12343,0.8057198412055416,4.72325,24.05288723471356,0.7425369905642425,0.9410347991854424,0.9495609381168332,0.959646584070092
chat_preview,photo,kodak_01,768,512,512,341,9,64,3,12343,12343,1.0,5.84592,25.38493073198753,0.7992455879124222,0.9528573031873527,0.9613906800432256,0.9705138299108756
chat_preview,photo,kodak_01,768,512,512,341,10,64,0,2716,12457,0.21803002328008347,4.32842,20.349292141293684,0.3606745240754658,0.7415382559803135,0.7488563117353358,0.8453061357117532
chat_preview,photo,kodak_01,768,512,512,341,10,64,1,5384,12457,0.4322067913622863,4.52987,21.77017445860983,0.5556397609894937,0.8661571859838686,0.8739855102020055,0.9131024636004585
chat_preview,photo,kodak_01,768,512,512,341,10,64,2,9945,12457,0.7983463113109095,5.1495,24.05288723471356,0.7425369905642425,0.9410347991854424,0.9495609381168332,0.959646584070092
chat_preview,photo,kodak_01,768,512,512,341,10,64,3,12457,12457,1.0,5.97496,25.416717520985003,0.8013386356079004,0.9532105471066878,0.9618094122182438,0.9707183356431343
chat_preview,photo,kodak_01,768,512,512,341,11,64,0,2800,12654,0.2212739054844318,7.62433,20.36854897220858,0.3605210183924563,0.742138018151079,0.7487164397977082,0.8458367723754233
