profile,category,sample,width,height,threshold,codec,setting,bytes,bpp,encode_ms,decode_ms,codec_encode_ms,codec_decode_ms,psnr,ssim_windowed,ms_ssim_windowed,ms_ssim_luma,legacy_ms_ssim_proxy
chat_preview,ui_text,chat_ui,512,341,0.97,AVIF,crf=52,812,0.03720674486803519,104.10775000002559,84.0877080000837,nan,nan,31.630522675888418,0.934494879418328,0.9729806425733316,0.9762741918136805,0.9558584452548173
chat_preview,ui_text,chat_ui,512,341,0.985,AVIF,crf=46,1119,0.051273826979472144,164.85708300001534,56.589082999948914,nan,nan,33.25279572782093,0.9554562415312303,0.98571679832082,0.9877308358230091,0.9746210383584935
chat_preview,ui_text,chat_ui,512,341,0.995,AVIF,crf=33,3120,0.1429618768328446,149.6681249999483,54.31854200003272,nan,nan,37.32500915524765,0.9831441628934998,0.9954648574737869,0.9965827288041019,0.9915510051281435
chat_preview,ui_text,chat_ui,512,341,0.97,CAPS,"q=38,tile=64,base=32",2421,0.11093291788856305,9.865208999997321,10.10091599999896,4.48013,3.62158,31.247381572825937,0.928767051951263,0.9708070008379135,0.974795697364424,0.9512441502138919
chat_preview,ui_text,chat_ui,512,341,0.985,CAPS,"q=23,tile=64,base=64",3516,0.16110703812316715,9.600624999961838,10.081708999962302,4.46896,4.33533,32.38426232257207,0.954350305071851,0.9851418475994663,0.9893696320586541,0.9731356039334627
chat_preview,ui_text,chat_ui,512,341,0.995,CAPS,"q=71,tile=64,base=64",7015,0.32143511730205276,43.45237500001531,39.36529100002417,24.9332,22.2463,37.3679491801498,0.9800818378650223,0.9951373190354301,0.9964890585927835,0.9911056034954212
chat_preview,ui_text,chat_ui,512,341,0.97,JPEG,"seq420,q=9",2474,0.11336143695014662,1.888207999968472,1.6882500000292566,nan,nan,30.479522458598854,0.934352350827789,0.9745401135452556,0.9784184471171252,0.9430687834710796
chat_preview,ui_text,chat_ui,512,341,0.985,JPEG,"seq420,q=13",2964,0.13581378299120234,2.0170830000552087,1.0364579999304624,nan,nan,31.62747318143268,0.9470786210797995,0.9851284282414724,0.9890173848434549,0.9663045650116301
chat_preview,ui_text,chat_ui,512,341,0.995,JPEG,"seq444,q=39",6834,0.31314149560117305,4.52954200000022,0.943207999966944,nan,nan,35.138556295314444,0.9687206035306771,0.9952102353294888,0.996518052079544,0.9877610799390043
chat_preview,ui_text,chat_ui,512,341,0.97,JPEG2000,"pix=yuv420p,qscale=537",1799,0.08243218475073313,76.02541599999313,59.50241699997605,nan,nan,31.08536197363248,0.9255675687489585,0.9707033350341548,0.9802243850697514,0.9485335550542062
chat_preview,ui_text,chat_ui,512,341,0.985,JPEG2000,"pix=yuv420p,qscale=121",2824,0.12939882697947214,145.801874999961,63.84379199994328,nan,nan,32.72344577172959,0.946536235036109,0.9850095517789548,0.989660809263621,0.9715599979326426
chat_preview,ui_text,chat_ui,512,341,0.995,JPEG2000,"pix=yuv420p,qscale=19",6640,0.30425219941348974,76.73120799995559,121.91887500000576,nan,nan,36.530627283425304,0.9767927087421461,0.9950877566797679,0.9970672973602726,0.9901466546815358
chat_preview,ui_text,chat_ui,512,341,0.97,WebP,"m6,q=8",1496,0.06854838709677419,34.713333000013336,1.4604169999756778,nan,nan,32.38177470212938,0.9490414955898595,0.9714070250306005,0.9874367430625663,0.9631165474842347
chat_preview,ui_text,chat_ui,512,341,0.985,WebP,"m6,q=15",1696,0.07771260997067449,20.88812500005588,1.5443749999803913,nan,nan,33.284525695900584,0.9595669811468532,0.9850017445415383,0.9909998196039923,0.9739040424594686
chat_preview,ui_text,chat_ui,512,341,0.995,WebP,"m6,q=44",3614,0.1655975073313783,18.645583999955306,1.5235840000968892,nan,nan,36.78742267670476,0.97945386998205,0.9951962026858298,0.9971974939050885,0.9897820435567825
chat_preview,photo,kodak_01,512,341,0.97,AVIF,crf=40,10432,0.4780058651026393,78.8274999999885,21.43974999998477,nan,nan,27.857010989585635,0.8611777726025266,0.9702243189613228,0.9788580696981781,0.9829734161558508
chat_preview,photo,kodak_01,512,341,0.985,AVIF,crf=32,20355,0.9326887829912024,82.8881660000036,22.882541999990735,nan,nan,30.86906035784855,0.9296876838608807,0.9857124436439865,0.9915030565409464,0.9917096598350993
chat_preview,photo,kodak_01,512,341,0.995,AVIF,crf=17,43069,1.9734695747800586,70.38083399999095,23.844165999975075,nan,nan,35.70173244548086,0.9764527248005077,0.9950418081574744,0.9979684751581419,0.9973507483616151
chat_preview,photo,kodak_01,512,341,0.97,CAPS,"q=40,tile=64,base=64",15297,0.7009255865102639,9.60183299999784,7.636916000002714,5.2085,3.99387,27.21029755288793,0.8609752316198401,0.9702331083101869,0.9771088825617378,0.9820702946025284
chat_preview,photo,kodak_01,512,341,0.985,CAPS,"q=67,tile=64,base=64",25220,1.155608504398827,10.087750000003837,8.50849999999781,6.12196,4.61738,29.91109081924559,0.9200945225648343,0.9850218928862349,0.9889757942376011,0.9909461778338197
chat_preview,photo,kodak_01,512,341,0.995,CAPS,"q=90,tile=64,base=64",49877,2.285419721407625,12.388415999993185,9.466291999999044,8.38833,5.47733,35.045665392431175,0.9718489605870282,0.9951421358920997,0.9969858812223138,0.9971663528756828
chat_preview,photo,kodak_01,512,341,0.97,JPEG,"seq444,q=20",16197,0.7421645894428153,1.2800420000047552,0.6202910000041584,nan,nan,26.5480587812835,0.8349014031371224,0.9704798089622318,0.979338280701885,0.9804930286736212
chat_preview,photo,kodak_01,512,341,0.985,JPEG,"seq444,q=38",25476,1.1673387096774193,1.1745000000047412,0.703667000010455,nan,nan,28.569827119979724,0.8935778751778202,0.9853338330789985,0.9897389947241094,0.9891657026682806
chat_preview,photo,kodak_01,512,341,0.995,JPEG,"prog444,q=77",49257,2.2570106304985336,3.295374999993328,1.816791999999623,nan,nan,32.47355419563414,0.9539489559543887,0.9953333801536578,0.9967413511460869,0.996134795427907
chat_preview,photo,kodak_01,512,341,0.97,JPEG2000,"pix=yuv420p,qscale=71",16088,0.7371700879765396,42.99058299997682,22.89670799999044,nan,nan,27.023455909551274,0.8395697874734096,0.9700147284652213,0.9771602072157984,0.9818257373240131
chat_preview,photo,kodak_01,512,341,0.985,JPEG2000,"pix=yuv420p,qscale=23",27966,1.281433284457478,42.74487500001101,25.441292000010662,nan,nan,29.94093928753638,0.9132334788354197,0.9855739896287247,0.9903223925681033,0.9911908549641101
chat_preview,photo,kodak_01,512,341,0.995,JPEG2000,"pix=yuv420p,qscale=4",56896,2.6070381231671553,43.579999999991514,31.388458000009223,nan,nan,35.36495445973176,0.9738496780952491,0.9952621228272148,0.9979198409856891,0.9973844481913123
chat_preview,photo,kodak_01,512,341,0.97,WebP,"m6,q=17",12430,0.5695564516129032,16.431958000012514,1.1658340000053613,nan,nan,27.41760698720906,0.8558198347176754,0.971041284011556,0.9779074818577809,0.9823013283645493
chat_preview,photo,kodak_01,512,341,0.985,WebP,"m6,q=40",21108,0.9671920821114369,21.87962499999685,1.4482919999920796,nan,nan,30.1508443362297,0.9223662752364287,0.9857181865108209,0.9904828490021144,0.9913140631095775
chat_preview,photo,kodak_01,512,341,0.995,WebP,"m6,q=81",43186,1.9788306451612903,31.343000000006782,2.3392079999950965,nan,nan,35.429112084560934,0.9749074490691872,0.9950670581578823,0.9977148500910192,0.9972379657225856
chat_preview,photo,kodak_02,512,341,0.97,AVIF,crf=22,13742,0.6296737536656891,67.43433299999424,23.93583299999591,nan,nan,34.40627787214004,0.8935861642690233,0.9703784232973899,0.9869330379080753,0.9899371035906207
chat_preview,photo,kodak_02,512,341,0.985,AVIF,crf=11,29145,1.3354563782991202,72.88537499999848,26.899249999985386,nan,nan,36.736257838371785,0.9429313574143062,0.9858263897888412,0.9946694809765696,0.9946113103414582
chat_preview,photo,kodak_02,512,341,0.995,AVIF,crf=2,78927,3.6165230938416424,95.28554199999917,30.185458999994808,nan,nan,39.04099009628772,0.9756213402035407,0.9954011981433647,0.9987662556707018,0.9972278816159907
chat_preview,photo,kodak_02,512,341,0.97,CAPS,"q=76,tile=64,base=64",16861,0.7725898093841642,9.624083000005612,8.092250000004242,5.51058,4.23471,33.35487210867902,0.8814793111337931,0.9700330376991051,0.9797400444996822,0.9878902002034774
chat_preview,photo,kodak_02,512,341,0.985,CAPS,"q=92,tile=64,base=64",33410,1.5308834310850439,13.333875000000717,11.21383299999934,7.43279,5.44679,35.980693174483896,0.933545373055242,0.9850732434577258,0.9907554272161813,0.9936113468812638
chat_preview,photo,kodak_02,512,341,0.995,CAPS,"q=96,tile=64,base=64",79987,3.6650934750733137,21.222958999999264,25.761125000002494,15.6758,9.09221,42.54657078654745,0.9772032225401591,0.9952230973669977,0.9967542160432943,0.9986044579562152
chat_preview,photo,kodak_02,512,341,0.97,JPEG,"seq444,q=48",17743,0.8130040322580645,1.1441249999961656,0.5304160000036973,nan,nan,32.97986370141672,0.8615472449026381,0.9700680889161285,0.9832421861798716,0.9880004049194331
chat_preview,photo,kodak_02,512,341,0.985,JPEG,"seq444,q=74",30726,1.407899560117302,1.3680000000135806,0.8403749999956744,nan,nan,35.06642599233203,0.9083576725610225,0.9852583041594114,0.9914712790354147,0.993493036136447
chat_preview,photo,kodak_02,512,341,0.995,JPEG,"prog444,q=92",64394,2.9506048387096775,4.161250000038308,2.1831669999983205,nan,nan,39.455420142375004,0.9600806400737399,0.9952125704402973,0.9973860437687112,0.9978629518838149
chat_preview,photo,kodak_02,512,341,0.97,JPEG2000,"pix=yuv420p,qscale=7",20786,0.9524376832844574,42.16324999998733,26.63637499995275,nan,nan,33.98344664343406,0.8833383618675126,0.9712455851992354,0.9864781557210374,0.989873975630169
chat_preview,photo,kodak_02,512,341,0.985,JPEG2000,"pix=rgb24,qscale=15",43231,1.980892595307918,73.82883300005005,31.525124999973286,nan,nan,35.79627414777892,0.907831253304468,0.9851057293497741,0.9872423573898615,0.9943650754974159
chat_preview,photo,kodak_02,512,341,0.995,JPEG2000,"pix=rgb24,qscale=2",109726,5.0277675953079175,83.72716700000638,45.59875000001057,nan,nan,41.89087476453863,0.9716396451145507,0.9963162576345358,0.9970237523483647,0.9986929388839294
chat_preview,photo,kodak_02,512,341,0.97,WebP,"m6,q=76",15184,0.6957478005865103,16.847334000033243,1.2214580000318165,nan,nan,34.49341031948735,0.892141490966509,0.9706818771923519,0.9875178184205751,0.9901599758955988
chat_preview,photo,kodak_02,512,341,0.985,WebP,"m6,q=88",30784,1.4105571847507332,24.40008299998908,1.8499170000154663,nan,nan,37.25324363268493,0.9434603418296931,0.9860386586198361,0.9953060543423176,0.9947669909687923
