profile,category,sample,width,height,preview_threshold,quality,tile,base_target,layer,prefix_bytes,full_bytes,fraction_of_full,decode_ms,psnr,ssim_windowed,ms_ssim_windowed,ms_ssim_luma,legacy_ms_ssim_proxy
chat_preview,ui_text,chat_ui,512,341,0.95,2,64,32,3,1677,1677,1.0,3.04883,29.564008239200383,0.9031892916507429,0.9526415958244997,0.9570518727906794,0.9272628136958397
chat_preview,ui_text,chat_ui,512,341,0.97,38,64,32,3,2419,2429,0.9958830794565665,3.00687,31.244680021782322,0.9286511820694061,0.970819444825072,0.97480837281619,0.9512447717301588
chat_preview,photo,kodak_01,512,341,0.95,5,64,64,3,9967,9967,1.0,3.64642,25.14869500290518,0.788522844278237,0.9500875053093364,0.9594436614748305,0.9689861301581906
chat_preview,photo,kodak_01,512,341,0.97,40,64,64,3,15306,15306,1.0,3.97967,27.21029755288793,0.8609752316198401,0.9702331083101869,0.9771088825617378,0.9820702946025284
chat_preview,photo,kodak_02,512,341,0.95,54,64,64,3,10058,10058,1.0,3.71012,31.476583327507633,0.8264527417352522,0.950176393917722,0.965527718434794,0.9804407899750723
chat_preview,photo,kodak_02,512,341,0.97,76,64,64,3,16870,16870,1.0,4.01917,33.35487210867902,0.8814793111337931,0.9700330376991051,0.9797400444996822,0.9878902002034774
chat_preview,ui_text,meme_card,512,341,0.95,29,64,32,1,1481,1981,0.7476022211004543,3.01646,25.40089189204663,0.8614710131131367,0.9506684910017137,0.9524394380010203,0.9851314567239391
chat_preview,ui_text,meme_card,512,341,0.97,16,64,32,2,1702,1820,0.9351648351648352,3.10437,29.153601721554455,0.9146280717048644,0.97022666437065,0.9802376050025224,0.9950646609289354
