profile,threshold,codec,coverage,samples,full_coverage,mean_bytes,mean_bpp,diagnostic_partial_mean_bytes,diagnostic_partial_mean_bpp,mean_encode_ms,mean_decode_ms,diagnostic_partial_encode_ms,diagnostic_partial_decode_ms,mean_ms_ssim_windowed,mean_legacy_ms_ssim_proxy
chat_preview,0.97,AVIF,4,4,True,6466.0,0.2962793255131965,6466.0,0.2962793255131965,51.71732299999121,19.655406249988516,51.71732299999121,19.655406249988516,0.9710887947496621,0.9815511563107442
chat_preview,0.97,CAPS,4,4,True,9119.5,0.4178656524926686,9119.5,0.4178656524926686,8.126218499993954,7.233385750010868,8.126218499993954,7.233385750010868,0.9709090396288523,0.9793357693451348
chat_preview,0.97,JPEG,4,4,True,10140.0,0.46462609970674484,10140.0,0.46462609970674484,0.8702187500020386,0.47840624999651027,0.8702187500020386,0.47840624999651027,0.9713977631430626,0.9774510842442429
chat_preview,0.97,JPEG2000,4,4,True,10045.75,0.4603074596774193,10045.75,0.4603074596774193,32.127510749994315,21.078666499974474,32.127510749994315,21.078666499974474,0.9705880738340417,0.9788616573696536
chat_preview,0.97,WebP,4,4,True,7658.5,0.350921004398827,7658.5,0.350921004398827,10.474187500022936,0.9727080000097033,10.474187500022936,0.9727080000097033,0.971647360898682,0.9831191624757876
chat_preview,0.985,AVIF,4,4,True,12948.0,0.593291788856305,12948.0,0.593291788856305,53.233958249983004,20.1007497500143,53.233958249983004,20.1007497500143,0.9856335224641771,0.9899413625964184
chat_preview,0.985,CAPS,4,4,True,16162.0,0.7405608504398827,16162.0,0.7405608504398827,8.810697999996009,7.49153125001456,8.810697999996009,7.49153125001456,0.9850670149350614,0.9888671237298474
chat_preview,0.985,JPEG,4,4,True,16328.0,0.7481671554252199,16328.0,0.7481671554252199,0.9159897500019554,0.5921352499846932,0.9159897500019554,0.5921352499846932,0.985288329261679,0.9870122839553095
chat_preview,0.985,JPEG2000,4,4,True,19084.5,0.8744730571847507,19084.5,0.8744730571847507,38.84191650001867,22.687156249979523,38.84191650001867,22.687156249979523,0.9852712334199142,0.9888214868494662
chat_preview,0.985,WebP,4,4,True,13901.0,0.6369593108504399,13901.0,0.6369593108504399,13.903864500022678,1.163958750012739,13.903864500022678,1.163958750012739,0.9856919959033698,0.9896929659260717
chat_preview,0.995,AVIF,4,4,True,31809.5,1.4575467375366569,31809.5,1.4575467375366569,54.05821875001493,21.96666674997516,54.05821875001493,21.96666674997516,0.995274834586895,0.9964247238390674
chat_preview,0.995,CAPS,4,4,True,35380.25,1.6211624816715542,35380.25,1.6211624816715542,11.12190650000855,8.642281250011763,11.12190650000855,8.642281250011763,0.9951567959444769,0.9965551769515899
chat_preview,0.995,JPEG,4,4,True,32426.75,1.4858298203812317,32426.75,1.4858298203812317,2.220562250013103,1.2408225000122286,2.220562250013103,1.2408225000122286,0.9951976514820701,0.9953462206480759
chat_preview,0.995,JPEG2000,4,4,True,44377.0,2.0334035923753664,44377.0,2.0334035923753664,39.15010400000085,27.408739500003776,39.15010400000085,27.408739500003776,0.9954305188469845,0.9964205806301589
chat_preview,0.995,WebP,4,4,True,65497.5,3.0011684384164226,65497.5,3.0011684384164226,68.04103124998306,1.5572289999958855,68.04103124998306,1.5572289999958855,0.9963651045187123,0.9966730586604782
