profile,category,sample,source_width,source_height,width,height,codec,setting,bytes,bpp,encode_ms,decode_ms,codec_encode_ms,codec_decode_ms,psnr,ssim_windowed,ms_ssim_windowed,ms_ssim_luma,legacy_ms_ssim_proxy,notes
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=1,tile=64,base=32",4698,0.2152675953079179,7.0506670000000105,7.480667000000024,3.36733,3.47937,22.281385759251904,0.6005821699503073,0.8731593521760651,0.8922954252515983,0.9236736342324849,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=1,tile=64,base=64",10829,0.4961968475073314,8.012624999999996,8.403666999999949,3.50421,3.81342,24.915849776087676,0.7787855241567895,0.9446159094629442,0.9564221120482537,0.9645790560774039,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=2,tile=64,base=32",4706,0.2156341642228739,7.26625000000003,7.727499999999887,3.26238,3.44375,22.288541222308073,0.6007179248463866,0.8731556460455289,0.8922882051262742,0.9238077843321884,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=2,tile=64,base=64",10829,0.4961968475073314,7.347125000000121,8.12908400000012,3.47087,3.83633,24.9159144798997,0.7787862910765485,0.9446158421553298,0.9564220604369453,0.9645791645694773,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=3,tile=64,base=32",4796,0.21975806451612903,6.769292000000426,7.113250000000182,3.19437,3.35829,22.311280437171597,0.6054174508129709,0.8746108531411965,0.8938654393824557,0.9243510076107565,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=3,tile=64,base=64",11080,0.5076979472140762,8.137791999999866,8.346749999999847,3.56896,3.85154,24.97592594598611,0.7827486890640726,0.9455376409598624,0.9573292482066551,0.9651307344573122,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=4,tile=64,base=32",4867,0.22301136363636365,7.464917000000071,7.594875000000112,3.18321,3.42812,22.32706286285117,0.608253902846393,0.875256784024824,0.8945670005555667,0.9246771837952775,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=4,tile=64,base=64",11216,0.5139296187683284,7.5750829999998714,7.835582999999868,3.45225,3.77079,25.00857088646294,0.7850870462561764,0.9460201249823023,0.9578316119258,0.9654056009062789,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=5,tile=64,base=32",4889,0.22401942815249268,7.0402089999999085,7.079291999999793,3.13404,3.40937,22.341442947045564,0.6090692104142357,0.8762051201562587,0.895509385359729,0.9250800250983121,subprocess wall time including PPM I/O; codec_* fields are resident timing
chat_preview,photo,kodak_01,768,512,512,341,CAPS,"q=5,tile=64,base=64",11312,0.5183284457478006,7.522458000000398,8.828249999999649,3.56363,4.13071,25.03071493123009,0.7865276478070039,0.9466506524276369,0.9584579613547834,0.9657784321567338,subprocess wall time including PPM I/O; codec_* fields are resident timing
